122P08190,39,11,3
122P08191,26,5,4
122P08192,5,3,3
122P07063,82,52,12
122P08193,38,10,6
122P07062,151,83,13
122P08194,41,11,5
122P07061,539,158,15
122P08195,53,15,6
122P07060,206,102,15
122P08196,4,3,3
122P08197,238,65,11
122P07067,101,26,10
122P07066,33,26,9
122P08198,186,27,9
122P07065,24,16,5
122P07064,134,53,14
122P07068,11,6,4
122P08180,5,2,2
122P08181,14,6,5
122P07050,132,34,7
122P08184,7,7,6
122P08185,28,7,3
122P07052,25,14,6
122P08182,28,7,2
122P08183,69,14,4
122P07051,35,13,5
122P07054,133,25,9
122P07053,36,17,5
122P08189,82,18,4
122P07056,61,37,8
122P07055,360,43,9
122P08187,25,10,4
122P07058,465,125,11
122P07059,193,87,10
122P07084,106,71,13
122P07082,267,123,13
122P07081,73,45,10
122P14387,15,5,3
122P14389,14,4,2
122P14383,11,2,1
122P14384,19,2,2
122P14386,10,6,2
122P14380,2,2,2
122P14381,2,2,2
122P07072,91,17,3
122P07071,46,7,4
122P07074,14,3,3
122P07073,14,11,5
122P07070,58,11,6
122P14399,10,1,1
122P07075,9,5,3
122P14396,62,17,8
122P14397,39,4,3
122P14395,27,5,3
122P14392,29,6,5
122P14393,25,7,5
122P14390,1,1,1
122P14391,7,5,2
122P14367,32,10,5
122P14369,33,8,6
122N14630,216,58,12
122N14634,61,20,7
122N14631,233,70,13
122N14632,74,16,8
122N14637,8,5,5
122N14638,6,2,2
122N14635,45,11,5
122N14636,122,30,8
122P09390,35,16,7
122P07012,191,127,13
122P07013,786,155,13
122P09394,45,21,6
122P09395,35,19,6
122P07015,469,141,13
122P09392,64,26,7
122P07016,252,129,12
122P09393,76,28,7
122P09398,22,9,5
122P14378,1,1,1
122P09399,28,15,6
122P14379,16,1,1
122P09396,56,27,7
122P14376,23,8,5
122P09397,70,29,8
122P14371,19,4,3
122P14370,52,13,5
122N14620,246,33,9
122P14375,30,8,6
122N14621,1,1,1
122P14374,19,5,4
122N14622,20,12,3
122N14623,44,18,5
122N14624,20,7,3
122P07017,314,143,13
122N14626,19,4,3
122N14627,4,4,1
122N14629,208,59,10
122P07048,236,99,12
122P07049,110,30,8
122P07046,113,55,10
122P07047,71,50,9
122P07044,65,49,10
122P07045,107,61,9
122P07043,496,101,10
122P07040,39,26,7
122P14347,288,74,9
122P07041,227,73,10
122P14348,84,35,7
122P14349,7,2,2
