120N09860,15,4,4
120N09861,78,45,11
120N09865,134,54,11
120N09862,149,58,9
120N09863,202,70,10
120N09869,39,28,7
120N09868,114,43,7
120N09867,57,39,7
120N09866,45,34,6
120N09850,82,46,8
120N09851,4,4,3
120N09856,18,13,4
120N09858,51,23,6
120N09857,164,40,8
120N09859,114,19,6
120N09886,93,32,9
120N09887,80,50,9
120N09884,183,55,9
120N09885,56,31,8
120N09882,57,39,9
120N09883,81,41,7
120N09880,1,1,1
120N09881,104,60,9
120N09889,203,36,10
120N09888,239,72,11
120N09873,36,21,7
120N09874,23,13,7
120N09875,25,11,6
120N09876,51,19,7
120N09870,35,29,7
120N09871,76,43,8
120N09872,110,48,9
120N09878,25,10,6
120N09877,79,16,6
120N09879,137,30,10
120N09821,160,74,12
120N09820,117,38,10
120N09824,39,29,5
120N09825,55,16,4
120N09822,462,125,12
120N09823,107,54,11
120N09828,21,12,5
120N09829,59,20,8
120N09826,61,15,7
120N09827,132,29,9
120N09810,24,9,7
120N09811,5,5,2
120N09812,19,10,6
120N09814,3,3,3
120N09815,10,5,3
120N09816,13,9,5
120N09817,5,5,2
120N09818,8,5,4
120N09819,2,1,1
120N09843,26,11,3
120N09841,65,26,4
120N09840,72,40,5
120N09848,492,127,13
120N09849,117,55,9
120N09847,24,17,6
120N09845,56,22,7
120N09830,47,22,5
120N09832,26,14,5
120N09831,39,19,5
120N09839,25,16,4
120N09833,1,1,1
120N09834,14,11,4
120N09835,11,9,4
120N09836,2,2,1
120N09809,12,9,8
120N09808,33,12,7
120N09804,9,6,3
120N09807,2,2,2
120N09806,39,20,7
120N09801,4,3,3
120N09800,77,16,8
120N09803,13,5,3
120N09802,40,12,5
120N18760,34,28,7
120N18763,228,94,11
120N18764,14,11,5
120N18762,388,86,10
120N18767,56,48,9
120N18766,30,25,6
120N18765,97,63,12
120N18769,18,8,4
120N18771,183,94,12
120N18772,186,113,11
120N18773,104,68,9
120N18774,141,70,9
120N18775,87,57,9
120N18777,65,32,8
120N18776,267,109,11
120N18779,25,15,5
120N18778,116,50,7
120N18785,121,47,7
120N18786,121,65,6
120N18783,13,9,5
120N18784,113,50,6
120N18781,39,10,6
120N18782,85,33,10
120N18789,84,51,11
120N18788,2,2,1
120N18787,26,25,3
120N18794,253,167,14
120N18795,54,44,9
120N18796,67,33,8
120N18797,138,45,9
120N18790,267,102,13
120N18791,163,92,11
120N18792,131,85,8
120N18793,370,204,15
120N18799,21,15,6
120N18798,202,63,12
120N18703,25,18,9
120N18706,21,18,7
120N18705,40,24,7
120N18700,16,7,5
120N18702,29,21,8
120N18708,133,85,8
120N18709,73,45,8
120N18717,1,1,1
120N18716,63,21,6
120N18715,59,31,7
120N18714,2,2,2
120N18713,180,66,9
120N18712,87,55,10
120N18711,14,14,3
120N18710,97,55,9
120N18719,54,19,7
120N18718,157,68,11
120N18729,70,44,4
120N09899,193,59,11
